,Season,Week,Team,Day,Date,Unnamed: 3,Unnamed: 4,OT,Unnamed: 6,Opp,Tm,Opp.1,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Y/A,NY/A,Cmp%,Rate,Att.1,Yds.2,Y/A.1,TD.1,FGM,FGA,XPM,XPA,Pnt,Yds.3,3DConv,3DAtt,4DConv,4DAtt,ToP,Week.1,Day.1,Date.1,Unnamed: 3.1,Unnamed: 4.1,OT.1,Unnamed: 6.1,Opp.2,Tm.1,Opp.1.1,Cmp.1,Att.2,Yds.4,TD.2,Int.1,Sk.1,Yds.1.1,Y/A.2,NY/A.1,Cmp%.1,Rate.1,Att.1.1,Yds.2.1,Y/A.1.1,TD.1.1,FGM.1,FGA.1,XPM.1,XPA.1,Pnt.1,Yds.3.1,3DConv.1,3DAtt.1,4DConv.1,4DAtt.1,ToP.1
16,2010,1,ATL,Sun,September 12,boxscore,L,OT,@,Pittsburgh Steelers,9,15,27,44,237,0,1,2,15,5.7,5.2,61.4,66.2,25,58,2.3,0,3,4,0,0,7,281,6,16,0,0,30:29,1,Sun,September 12,boxscore,L,OT,@,Pittsburgh Steelers,9,15,18,26,211,0,1,3,25,9.1,7.3,69.2,77.6,31,143,4.6,1,3,5,0,0,5,254,4,14,0,0,32:06
17,2010,2,ATL,Sun,September 19,boxscore,W,,,Arizona Cardinals,41,7,21,32,223,3,0,1,2,7.0,6.8,65.6,117.1,45,221,4.9,2,2,2,5,5,2,68,11,17,1,2,39:13,2,Sun,September 19,boxscore,W,,,Arizona Cardinals,41,7,18,33,149,0,3,2,15,5.0,4.3,54.5,28.5,13,118,9.1,1,0,1,1,1,5,220,0,8,0,1,20:47
18,2010,3,ATL,Sun,September 26,boxscore,W,OT,@,New Orleans Saints,27,24,19,30,215,2,0,2,13,7.6,6.7,63.3,106.9,50,202,4.0,1,2,2,3,3,4,158,9,18,2,3,45:50,3,Sun,September 26,boxscore,W,OT,@,New Orleans Saints,27,24,30,38,355,3,2,2,10,9.6,8.9,78.9,110.0,16,43,2.7,0,1,2,3,3,2,98,6,11,1,2,27:15
19,2010,4,ATL,Sun,October 3,boxscore,W,,,San Francisco 49ers,16,14,26,43,259,1,2,3,14,6.3,5.6,60.5,65.9,29,98,3.4,0,3,3,1,1,5,165,5,14,1,1,29:19,4,Sun,October 3,boxscore,W,,,San Francisco 49ers,16,14,21,32,181,1,2,1,7,5.9,5.5,65.6,64.7,23,81,3.5,0,0,0,2,2,5,216,6,12,1,1,30:41
20,2010,5,ATL,Sun,October 10,boxscore,W,,@,Cleveland Browns,20,10,16,28,173,1,0,2,14,6.7,5.8,57.1,87.4,31,165,5.3,0,2,3,2,2,4,173,6,15,0,0,30:06,5,Sun,October 10,boxscore,W,,@,Cleveland Browns,20,10,25,39,221,1,2,3,25,6.3,5.3,64.1,66.3,20,48,2.4,0,1,1,1,1,5,234,7,15,0,0,29:54
21,2010,6,ATL,Sun,October 17,boxscore,L,,@,Philadelphia Eagles,17,31,23,42,228,2,1,3,22,6.0,5.1,54.8,76.3,19,65,3.4,0,1,2,2,2,6,227,4,14,1,1,25:57,6,Sun,October 17,boxscore,L,,@,Philadelphia Eagles,17,31,23,29,320,3,1,1,6,11.2,10.7,79.3,132.8,38,154,4.1,1,1,4,4,4,2,90,7,14,1,1,34:03
22,2010,7,ATL,Sun,October 24,boxscore,W,,,Cincinnati Bengals,39,32,24,33,299,3,1,0,0,9.1,9.1,72.7,118.1,30,153,5.1,2,1,1,4,4,3,135,7,13,1,1,29:38,7,Sun,October 24,boxscore,W,,,Cincinnati Bengals,39,32,36,50,385,3,0,3,27,8.2,7.3,72.0,114.2,21,84,4.0,0,2,3,2,2,3,125,7,12,0,0,30:22
23,2010,9,ATL,Sun,November 7,boxscore,W,,,Tampa Bay Buccaneers,27,21,24,36,235,1,0,0,0,6.5,6.5,66.7,94.1,33,130,3.9,2,2,2,3,3,3,96,8,14,1,1,34:06,9,Sun,November 7,boxscore,W,,,Tampa Bay Buccaneers,27,21,11,22,182,2,2,1,7,8.6,7.9,50.0,70.6,27,96,3.6,0,0,0,3,3,3,117,8,13,0,1,25:54
24,2010,10,ATL,Thu,November 11,boxscore,W,,,Baltimore Ravens,26,21,32,50,302,3,0,2,14,6.3,5.8,64.0,100.6,23,60,2.6,0,2,2,2,2,5,191,12,20,0,0,35:09,10,Thu,November 11,boxscore,W,,,Baltimore Ravens,26,21,22,34,204,3,1,2,11,6.3,5.7,64.7,98.2,21,116,5.5,0,0,0,3,3,4,198,6,11,0,0,24:51
25,2010,11,ATL,Sun,November 21,boxscore,W,,@,St. Louis Rams,34,17,26,39,253,2,0,0,0,6.5,6.5,66.7,101.8,31,138,4.5,1,4,4,2,2,4,180,9,17,0,0,35:55,11,Sun,November 21,boxscore,W,,@,St. Louis Rams,34,17,27,42,233,2,1,0,0,5.5,5.5,64.3,84.7,12,71,5.9,0,1,1,2,2,5,234,1,10,1,2,24:05
26,2010,12,ATL,Sun,November 28,boxscore,W,,,Green Bay Packers,20,17,24,28,177,1,0,2,20,7.0,5.9,85.7,104.9,27,117,4.3,1,2,2,2,2,4,161,4,12,2,2,31:40,12,Sun,November 28,boxscore,W,,,Green Bay Packers,20,17,26,35,341,1,0,1,3,9.8,9.5,74.3,114.1,23,77,3.3,1,1,1,2,2,2,88,4,11,2,3,28:20
27,2010,13,ATL,Sun,December 5,boxscore,W,,@,Tampa Bay Buccaneers,28,24,18,36,205,2,2,0,0,5.7,5.7,50.0,62.8,27,85,3.1,1,0,0,4,4,5,204,6,11,0,0,28:00,13,Sun,December 5,boxscore,W,,@,Tampa Bay Buccaneers,28,24,20,39,174,2,1,1,9,4.7,4.4,51.3,69.8,29,151,5.2,1,1,1,3,3,7,305,5,15,1,1,32:00
28,2010,14,ATL,Sun,December 12,boxscore,W,,@,Carolina Panthers,31,10,20,34,200,1,1,3,27,6.7,5.4,58.8,73.2,36,127,3.5,3,1,1,4,4,7,283,9,17,0,0,34:50,14,Sun,December 12,boxscore,W,,@,Carolina Panthers,31,10,15,25,76,0,1,5,31,4.3,2.5,60.0,48.1,28,212,7.6,1,1,1,1,1,7,318,3,13,1,2,25:10
29,2010,15,ATL,Sun,December 19,boxscore,W,,@,Seattle Seahawks,34,18,20,35,168,3,1,1,6,5.0,4.7,57.1,86.4,37,98,2.6,0,2,2,4,4,4,180,9,19,2,2,35:25,15,Sun,December 19,boxscore,W,,@,Seattle Seahawks,34,18,18,33,143,0,2,2,11,4.7,4.1,54.5,40.3,21,91,4.3,2,1,1,1,1,4,165,4,12,1,2,24:35
30,2010,16,ATL,Mon,December 27,boxscore,L,,,New Orleans Saints,14,17,15,29,140,1,0,1,8,5.1,4.7,51.7,76.8,22,75,3.4,0,0,0,2,2,8,349,3,12,0,0,23:25,16,Mon,December 27,boxscore,L,,,New Orleans Saints,14,17,35,49,296,1,2,1,6,6.2,5.9,71.4,76.6,24,72,3.0,1,1,1,2,2,7,317,8,17,0,0,36:35
31,2010,17,ATL,Sun,January 2,boxscore,W,,,Carolina Panthers,31,10,26,38,253,2,0,1,3,6.7,6.5,68.4,104.4,32,99,3.1,1,1,1,4,4,4,163,4,11,0,2,35:30,17,Sun,January 2,boxscore,W,,,Carolina Panthers,31,10,19,34,154,1,1,3,28,5.4,4.2,55.9,65.1,19,137,7.2,0,1,1,1,1,7,344,3,13,0,1,24:30
528,2011,1,ATL,Sun,September 11,boxscore,L,,@,Chicago Bears,12,30,31,47,276,0,1,5,43,6.8,5.3,66.0,72.7,14,110,7.9,0,2,2,0,0,5,192,4,13,0,1,26:41,1,Sun,September 11,boxscore,L,,@,Chicago Bears,12,30,22,32,289,2,1,5,23,9.8,7.8,68.8,104.8,27,88,3.3,0,3,3,3,3,6,288,6,16,0,0,33:19
529,2011,2,ATL,Sun,September 18,boxscore,W,,,Philadelphia Eagles,35,31,17,28,180,4,2,4,15,7.0,5.6,60.7,89.3,29,138,4.8,1,0,0,5,5,7,249,6,13,0,0,29:57,2,Sun,September 18,boxscore,W,,,Philadelphia Eagles,35,31,26,37,314,2,1,0,0,8.5,8.5,70.3,102.8,30,133,4.4,2,1,2,4,4,4,179,5,11,0,1,30:03
530,2011,3,ATL,Sun,September 25,boxscore,L,,@,Tampa Bay Buccaneers,13,16,26,47,295,1,1,4,35,7.0,5.8,55.3,72.6,15,30,2.0,0,2,2,1,1,3,94,5,13,0,1,24:08,3,Sun,September 25,boxscore,L,,@,Tampa Bay Buccaneers,13,16,22,32,180,0,2,0,0,5.6,5.6,68.8,56.8,36,115,3.2,1,3,3,1,1,3,129,5,14,1,1,35:52
531,2011,4,ATL,Sun,October 2,boxscore,W,,@,Seattle Seahawks,30,28,28,42,291,1,0,0,0,6.9,6.9,66.7,94.4,36,121,3.4,2,3,3,3,3,4,150,9,16,0,0,40:10,4,Sun,October 2,boxscore,W,,@,Seattle Seahawks,30,28,25,38,319,3,2,0,0,8.4,8.4,65.8,96.3,15,53,3.5,1,0,1,4,4,3,149,6,11,0,0,19:50
532,2011,5,ATL,Sun,October 9,boxscore,L,,,Green Bay Packers,14,25,18,32,156,1,2,1,11,5.2,4.7,56.3,53.6,22,95,4.3,1,0,0,2,2,5,189,5,11,0,0,26:49,5,Sun,October 9,boxscore,L,,,Green Bay Packers,14,25,26,39,369,2,0,4,27,10.2,8.6,66.7,114.2,20,57,2.9,0,4,4,1,1,2,85,9,15,0,0,33:11
533,2011,6,ATL,Sun,October 16,boxscore,W,,,Carolina Panthers,31,17,14,22,159,1,0,1,4,7.4,6.9,63.6,100.4,35,166,4.7,3,1,1,4,4,3,129,7,11,0,0,30:34,6,Sun,October 16,boxscore,W,,,Carolina Panthers,31,17,21,35,229,0,3,1,8,6.8,6.4,60.0,43.6,26,139,5.3,2,1,1,2,2,2,81,8,12,1,1,29:26
534,2011,7,ATL,Sun,October 23,boxscore,W,,@,Detroit Lions,23,16,20,35,199,1,2,3,19,6.2,5.2,57.1,59.1,31,129,4.2,1,3,3,2,2,5,177,7,17,0,0,34:57,7,Sun,October 23,boxscore,W,,@,Detroit Lions,23,16,15,32,159,1,0,3,24,5.7,4.5,46.9,72.3,20,104,5.2,0,3,3,1,1,6,263,1,12,1,2,25:03
535,2011,9,ATL,Sun,November 6,boxscore,W,,@,Indianapolis Colts,31,7,14,24,269,3,1,1,6,11.5,10.8,58.3,119.6,41,163,4.0,1,1,1,4,4,7,321,6,14,0,0,37:46,9,Sun,November 6,boxscore,W,,@,Indianapolis Colts,31,7,17,33,103,0,1,2,15,3.6,2.9,51.5,45.4,21,83,4.0,0,0,0,1,1,9,451,4,14,0,0,22:14
536,2011,10,ATL,Sun,November 13,boxscore,L,OT,,New Orleans Saints,23,26,29,52,343,2,1,1,8,6.8,6.5,55.8,80.8,32,138,4.3,0,3,4,2,2,5,227,5,16,2,3,36:32,10,Sun,November 13,boxscore,L,OT,,New Orleans Saints,23,26,30,43,322,2,0,0,0,7.5,7.5,69.8,106.9,16,41,2.6,0,4,5,2,2,5,202,4,13,0,0,30:03
537,2011,11,ATL,Sun,November 20,boxscore,W,,,Tennessee Titans,23,17,22,32,316,1,0,0,0,9.9,9.9,68.8,110.9,36,116,3.2,1,3,3,2,2,2,66,4,12,1,1,36:59,11,Sun,November 20,boxscore,W,,,Tennessee Titans,23,17,22,44,257,2,1,1,7,6.0,5.7,50.0,73.8,14,41,2.9,0,1,1,2,2,5,225,8,14,1,1,23:01
538,2011,12,ATL,Sun,November 27,boxscore,W,,,Minnesota Vikings,24,14,27,34,246,3,0,2,16,7.7,6.8,79.4,126.2,29,89,3.1,0,1,1,3,3,5,252,7,14,0,0,34:39,12,Sun,November 27,boxscore,W,,,Minnesota Vikings,24,14,17,25,162,1,0,4,24,7.4,5.6,68.0,99.1,24,64,2.7,1,0,0,2,2,7,331,4,13,1,2,25:21
539,2011,13,ATL,Sun,December 4,boxscore,L,,@,Houston Texans,10,17,20,47,267,1,2,0,0,5.7,5.7,42.6,50.6,18,70,3.9,0,1,1,1,1,4,202,6,14,0,2,24:56,13,Sun,December 4,boxscore,L,,@,Houston Texans,10,17,12,25,175,1,0,3,13,7.5,6.3,48.0,84.6,44,162,3.7,1,1,2,2,2,5,264,9,18,1,1,35:04
540,2011,14,ATL,Sun,December 11,boxscore,W,,@,Carolina Panthers,31,23,22,38,308,4,0,3,12,8.4,7.5,57.9,119.2,28,86,3.1,0,1,2,4,4,6,287,8,17,0,0,30:43,14,Sun,December 11,boxscore,W,,@,Carolina Panthers,31,23,19,39,259,2,2,2,17,7.1,6.3,48.7,66.1,23,157,6.8,1,0,1,3,3,6,256,5,13,0,1,29:17
541,2011,15,ATL,Thu,December 15,boxscore,W,,,Jacksonville Jaguars,41,14,24,32,276,3,0,1,4,8.8,8.4,75.0,131.8,35,97,2.8,1,2,2,5,5,5,204,6,15,0,1,38:31,15,Thu,December 15,boxscore,W,,,Jacksonville Jaguars,41,14,12,22,91,1,1,5,50,6.4,3.4,54.5,61.0,19,116,6.1,0,0,0,2,2,7,304,3,10,0,0,21:29
542,2011,16,ATL,Mon,December 26,boxscore,L,,@,New Orleans Saints,16,45,40,61,434,1,0,0,0,7.1,7.1,65.6,91.8,14,35,2.5,0,3,3,1,1,3,150,8,17,0,3,33:19,16,Mon,December 26,boxscore,L,,@,New Orleans Saints,16,45,23,39,299,4,2,1,8,7.9,7.5,59.0,96.0,23,164,7.1,1,1,1,6,6,2,104,10,13,0,0,26:41
543,2011,17,ATL,Sun,January 1,boxscore,W,,,Tampa Bay Buccaneers,45,24,13,21,177,2,1,0,0,8.4,8.4,61.9,100.7,38,251,6.6,3,1,1,6,6,2,101,6,11,1,1,30:08,17,Sun,January 1,boxscore,W,,,Tampa Bay Buccaneers,45,24,31,45,259,2,3,2,15,6.1,5.5,68.9,70.5,14,35,2.5,0,1,1,1,1,3,149,6,12,0,1,29:52
1040,2012,1,ATL,Sun,September 9,boxscore,W,,@,Kansas City Chiefs,40,24,23,31,292,3,0,1,7,9.6,9.1,74.2,135.4,23,84,3.7,1,4,4,4,4,1,52,5,10,0,0,28:05,1,Sun,September 9,boxscore,W,,@,Kansas City Chiefs,40,24,21,33,241,1,2,3,17,7.8,6.7,63.6,70.4,33,152,4.6,2,1,2,3,3,1,47,11,16,0,0,31:55
1041,2012,2,ATL,Mon,September 17,boxscore,W,,,Denver Broncos,27,21,24,36,208,2,0,1,11,6.1,5.6,66.7,100.2,28,67,2.4,1,2,2,3,3,6,252,5,13,0,0,32:40,2,Mon,September 17,boxscore,W,,,Denver Broncos,27,21,24,37,218,1,3,3,23,6.5,5.5,64.9,55.9,27,118,4.4,2,0,0,3,3,5,251,4,12,1,1,27:20
1042,2012,3,ATL,Sun,September 23,boxscore,W,,@,San Diego Chargers,27,3,30,40,265,3,1,2,10,6.9,6.3,75.0,106.8,26,119,4.6,1,0,0,3,3,5,223,8,13,0,0,36:14,3,Sun,September 23,boxscore,W,,@,San Diego Chargers,27,3,21,38,164,0,2,1,9,4.6,4.2,55.3,44.2,17,116,6.8,0,1,1,0,0,4,206,5,11,0,0,23:46
1043,2012,4,ATL,Sun,September 30,boxscore,W,,,Carolina Panthers,30,28,25,40,305,3,1,7,64,9.2,6.5,62.5,100.5,19,121,6.4,0,3,3,3,3,5,235,5,13,0,0,29:54,4,Sun,September 30,boxscore,W,,,Carolina Panthers,30,28,15,25,205,2,0,3,10,8.6,7.3,60.0,112.9,35,199,5.7,2,0,0,4,4,6,271,4,11,0,0,30:06
1044,2012,5,ATL,Sun,October 7,boxscore,W,,@,Washington Redskins,24,17,34,52,338,2,1,1,7,6.6,6.4,65.4,88.5,28,83,3.0,1,1,1,3,3,6,293,9,17,0,0,37:01,5,Sun,October 7,boxscore,W,,@,Washington Redskins,24,17,15,24,187,1,2,3,15,8.4,6.9,62.5,65.8,21,129,6.1,0,1,2,2,2,6,254,1,9,0,0,22:59
1045,2012,6,ATL,Sun,October 14,boxscore,W,,,Oakland Raiders,23,20,24,37,241,1,3,1,8,6.7,6.3,64.9,58.5,15,45,3.0,0,3,4,2,2,4,211,2,9,0,0,23:34,6,Sun,October 14,boxscore,W,,,Oakland Raiders,23,20,23,33,325,1,1,3,28,10.7,9.0,69.7,98.7,32,149,4.7,1,2,2,2,2,5,241,5,13,0,0,36:26
1046,2012,8,ATL,Sun,October 28,boxscore,W,,@,Philadelphia Eagles,30,17,22,29,246,3,0,2,16,9.0,7.9,75.9,135.1,37,146,3.9,0,3,3,3,3,2,52,7,13,0,1,32:55,8,Sun,October 28,boxscore,W,,@,Philadelphia Eagles,30,17,21,35,178,1,0,3,13,5.5,4.7,60.0,82.8,24,92,3.8,1,1,1,2,2,3,144,6,13,1,3,27:05
1047,2012,9,ATL,Sun,November 4,boxscore,W,,,Dallas Cowboys,19,13,24,34,330,0,0,3,12,10.1,8.9,70.6,101.3,26,123,4.7,1,4,6,1,1,2,80,7,14,0,0,32:43,9,Sun,November 4,boxscore,W,,,Dallas Cowboys,19,13,25,35,312,1,0,1,9,9.2,8.7,71.4,108.3,18,65,3.6,0,2,3,1,1,4,182,3,10,0,0,27:17
1048,2012,10,ATL,Sun,November 11,boxscore,L,,@,New Orleans Saints,27,31,34,52,408,3,1,1,3,7.9,7.7,65.4,100.5,18,46,2.6,0,2,2,3,3,3,140,8,16,0,2,32:35,10,Sun,November 11,boxscore,L,,@,New Orleans Saints,27,31,21,32,292,3,1,1,6,9.3,8.8,65.6,113.0,29,148,5.1,1,1,1,4,4,5,250,4,10,0,0,27:25
1049,2012,11,ATL,Sun,November 18,boxscore,W,,,Arizona Cardinals,23,19,28,46,296,0,5,1,5,6.5,6.3,60.9,40.0,24,58,2.4,1,3,3,2,2,4,205,7,16,0,0,32:41,11,Sun,November 18,boxscore,W,,,Arizona Cardinals,23,19,11,27,41,0,0,3,29,2.6,1.4,40.7,48.5,26,137,5.3,1,4,4,1,1,8,407,2,16,0,1,27:19
1050,2012,12,ATL,Sun,November 25,boxscore,W,,@,Tampa Bay Buccaneers,24,23,26,32,345,1,1,1,8,11.0,10.5,81.3,109.0,24,79,3.3,2,1,3,3,3,1,45,8,13,0,0,29:22,12,Sun,November 25,boxscore,W,,@,Tampa Bay Buccaneers,24,23,20,31,276,0,0,2,8,9.2,8.4,64.5,92.9,21,50,2.4,2,3,4,2,2,2,100,4,10,0,0,30:38
1051,2012,13,ATL,Thu,November 29,boxscore,W,,,New Orleans Saints,23,13,18,33,159,1,0,1,6,5.0,4.7,54.5,77.7,23,124,5.4,1,3,3,2,2,6,319,1,11,0,0,26:16,13,Thu,November 29,boxscore,W,,,New Orleans Saints,23,13,28,50,335,0,5,1,6,6.8,6.6,56.0,37.1,23,101,4.4,1,2,2,1,1,4,181,7,14,0,0,33:44
1052,2012,14,ATL,Sun,December 9,boxscore,L,,@,Carolina Panthers,20,30,34,49,327,2,1,2,15,7.0,6.4,69.4,92.8,11,35,3.2,1,0,0,2,2,4,168,2,8,1,2,24:13,14,Sun,December 9,boxscore,L,,@,Carolina Panthers,20,30,23,35,280,2,0,1,7,8.2,7.8,65.7,109.2,32,195,6.1,1,3,3,3,3,2,88,9,15,1,1,35:47
1053,2012,15,ATL,Sun,December 16,boxscore,W,,,New York Giants,34,0,23,28,265,3,0,1,5,9.6,9.1,82.1,141.8,38,129,3.4,1,2,2,4,4,2,100,9,13,0,0,38:57,15,Sun,December 16,boxscore,W,,,New York Giants,34,0,13,25,159,0,2,1,2,6.4,6.1,52.0,38.6,21,97,4.6,0,0,1,0,0,2,110,4,10,0,3,21:03
1054,2012,16,ATL,Sat,December 22,boxscore,W,,@,Detroit Lions,31,18,25,32,271,4,0,1,8,8.7,8.2,78.1,141.5,22,73,3.3,0,1,1,4,4,4,167,6,11,0,0,28:52,16,Sat,December 22,boxscore,W,,@,Detroit Lions,31,18,37,56,443,0,1,0,0,7.9,7.9,66.1,82.7,22,79,3.6,1,3,3,1,1,2,82,5,14,3,4,31:08
1055,2012,17,ATL,Sun,December 30,boxscore,L,,,Tampa Bay Buccaneers,17,22,28,44,213,1,0,2,25,5.4,4.6,63.6,82.9,16,65,4.1,1,1,1,2,2,7,305,3,14,1,3,27:55,17,Sun,December 30,boxscore,L,,,Tampa Bay Buccaneers,17,22,19,35,222,1,1,0,0,6.3,6.3,54.3,71.4,30,144,4.8,1,3,3,1,1,5,251,7,16,0,0,32:05
1552,2013,1,ATL,Sun,September 8,boxscore,L,,@,New Orleans Saints,17,23,25,38,279,2,1,3,25,8.0,6.8,65.8,94.1,14,88,6.3,0,1,1,2,2,6,281,3,11,0,1,24:49,1,Sun,September 8,boxscore,L,,@,New Orleans Saints,17,23,26,35,341,2,1,2,16,10.2,9.2,74.3,111.7,29,78,2.7,0,3,3,2,2,3,148,6,13,0,1,35:11
1553,2013,2,ATL,Sun,September 15,boxscore,W,,,St. Louis Rams,31,24,33,43,357,2,0,2,17,8.7,7.9,76.7,116.1,16,36,2.3,1,1,1,4,4,6,318,7,13,0,0,30:17,2,Sun,September 15,boxscore,W,,,St. Louis Rams,31,24,32,55,352,3,1,0,0,6.4,6.4,58.2,87.8,18,69,3.8,0,1,1,3,3,6,298,7,17,2,2,29:43
1554,2013,3,ATL,Sun,September 22,boxscore,L,,@,Miami Dolphins,23,27,23,38,231,2,1,0,0,6.1,6.1,60.5,84.4,30,146,4.9,0,3,4,2,2,2,66,5,11,0,0,37:09,3,Sun,September 22,boxscore,L,,@,Miami Dolphins,23,27,24,35,195,2,1,5,41,6.7,4.9,68.6,89.6,15,90,6.0,1,2,2,3,3,3,159,7,12,0,0,22:51
1555,2013,4,ATL,Sun,September 29,boxscore,L,,,New England Patriots,23,30,34,54,399,2,1,2,22,7.8,7.1,63.0,90.0,15,58,3.9,0,3,3,2,2,3,137,6,14,0,2,29:21,4,Sun,September 29,boxscore,L,,,New England Patriots,23,30,20,31,316,2,0,0,0,10.2,10.2,64.5,119.8,31,132,4.3,1,3,3,3,3,2,110,7,13,0,1,30:39
1556,2013,5,ATL,Mon,October 7,boxscore,L,,,New York Jets,28,30,37,46,299,2,0,2,12,6.8,6.2,80.4,108.2,22,64,2.9,2,0,0,4,4,3,99,6,12,1,2,35:27,5,Mon,October 7,boxscore,L,,,New York Jets,28,30,16,20,170,3,0,4,29,10.0,7.1,80.0,141.7,22,118,5.4,0,3,3,3,3,3,140,6,11,0,0,24:33
1557,2013,7,ATL,Sun,October 20,boxscore,W,,,Tampa Bay Buccaneers,31,23,20,26,273,3,0,0,0,10.5,10.5,76.9,148.4,18,18,1.0,0,1,1,4,4,4,192,3,9,0,0,22:11,7,Sun,October 20,boxscore,W,,,Tampa Bay Buccaneers,31,23,26,44,226,2,0,3,30,5.8,4.8,59.1,87.9,28,111,4.0,0,3,3,2,2,5,188,5,17,3,3,37:49
1558,2013,8,ATL,Sun,October 27,boxscore,L,,@,Arizona Cardinals,13,27,34,61,265,1,4,4,36,4.9,4.1,55.7,44.8,14,27,1.9,0,2,2,1,1,4,183,8,20,1,2,34:19,8,Sun,October 27,boxscore,L,,@,Arizona Cardinals,13,27,13,18,147,2,1,3,25,9.6,7.0,72.2,110.2,30,201,6.7,1,2,2,3,3,5,232,3,10,0,0,25:41
1559,2013,9,ATL,Sun,November 3,boxscore,L,,@,Carolina Panthers,10,34,20,27,211,1,3,1,8,8.1,7.5,74.1,69.1,20,78,3.9,0,1,1,1,1,5,225,4,10,0,0,23:29,9,Sun,November 3,boxscore,L,,@,Carolina Panthers,10,34,23,37,242,1,2,1,7,6.7,6.4,62.2,67.6,33,131,4.0,2,2,2,4,4,3,128,8,14,1,1,36:31
1560,2013,10,ATL,Sun,November 10,boxscore,L,,,Seattle Seahawks,10,33,23,36,162,1,0,2,10,4.8,4.3,63.9,83.3,16,64,4.0,0,1,1,1,1,5,267,4,12,1,1,24:30,10,Sun,November 10,boxscore,L,,,Seattle Seahawks,10,33,19,26,279,2,0,1,8,11.0,10.3,73.1,133.3,42,211,5.0,1,4,4,3,3,2,82,9,15,0,0,35:30
1561,2013,11,ATL,Sun,November 17,boxscore,L,,@,Tampa Bay Buccaneers,28,41,24,43,268,2,2,3,20,6.7,5.8,55.8,70.7,20,152,7.6,1,2,2,2,2,2,24,1,7,1,2,26:46,11,Sun,November 17,boxscore,L,,@,Tampa Bay Buccaneers,28,41,20,25,224,2,0,2,7,9.2,8.3,80.0,130.7,38,186,4.9,2,2,3,5,5,4,168,3,11,1,2,33:14
1562,2013,12,ATL,Thu,November 21,boxscore,L,,,New Orleans Saints,13,17,30,39,264,0,0,5,28,7.5,6.0,76.9,94.4,22,91,4.1,1,2,3,1,1,3,136,6,12,0,0,33:46,12,Thu,November 21,boxscore,L,,,New Orleans Saints,13,17,23,33,271,2,0,1,7,8.4,8.0,69.7,114.6,25,103,4.1,0,1,1,2,2,4,198,7,13,0,1,26:14
1563,2013,13,ATL,Sun,December 1,boxscore,W,OT,@,Buffalo Bills,34,31,28,47,272,1,0,6,39,6.6,5.1,59.6,82.9,30,151,5.0,3,2,2,4,4,7,278,10,18,0,0,38:09,13,Sun,December 1,boxscore,W,OT,@,Buffalo Bills,34,31,18,32,210,1,0,0,0,6.6,6.6,56.3,86.7,31,195,6.3,3,1,1,4,4,7,299,5,14,0,0,24:51
1564,2013,14,ATL,Sun,December 8,boxscore,L,,@,Green Bay Packers,21,22,20,35,202,2,1,1,4,5.9,5.6,57.1,80.9,23,83,3.6,0,0,1,3,3,4,178,6,13,0,1,26:28,14,Sun,December 8,boxscore,L,,@,Green Bay Packers,21,22,24,32,222,1,1,5,36,8.1,6.0,75.0,90.9,33,112,3.4,1,3,3,1,1,3,142,7,15,0,0,33:32
1565,2013,15,ATL,Sun,December 15,boxscore,W,,,Washington Redskins,27,26,29,38,189,1,1,3,21,5.5,4.6,76.3,84.2,21,54,2.6,2,2,2,3,3,6,296,5,14,0,1,33:52,15,Sun,December 15,boxscore,W,,,Washington Redskins,27,26,29,45,373,3,2,1,8,8.5,8.1,64.4,94.0,21,103,4.9,0,2,2,2,2,3,158,5,10,0,0,26:08
1566,2013,16,ATL,Mon,December 23,boxscore,L,,@,San Francisco 49ers,24,34,37,48,341,2,2,1,7,7.3,7.0,77.1,92.4,20,61,3.1,1,1,1,3,3,5,244,8,15,1,1,30:28,16,Mon,December 23,boxscore,L,,@,San Francisco 49ers,24,34,13,21,180,1,0,3,17,9.4,7.5,61.9,105.3,30,199,6.6,2,2,2,4,4,3,156,4,9,0,0,29:32
1567,2013,17,ATL,Sun,December 29,boxscore,L,,,Carolina Panthers,20,21,28,40,231,2,1,9,49,7.0,4.7,70.0,90.7,20,76,3.8,0,2,2,2,2,5,242,7,16,1,1,34:26,17,Sun,December 29,boxscore,L,,,Carolina Panthers,20,21,15,27,149,2,1,1,0,5.5,5.3,55.6,80.6,29,134,4.6,0,0,0,3,3,6,292,7,15,0,0,25:34
2064,2014,1,ATL,Sun,September 7,boxscore,W,OT,,New Orleans Saints,37,34,31,43,445,3,0,1,3,10.4,10.1,72.1,128.5,25,123,4.9,1,3,3,4,4,3,157,6,11,0,0,31:18,1,Sun,September 7,boxscore,W,OT,,New Orleans Saints,37,34,29,42,333,1,1,0,0,7.9,7.9,69.0,90.7,28,139,5.0,3,2,2,4,4,2,101,8,13,0,0,30:25
2065,2014,2,ATL,Sun,September 14,boxscore,L,,@,Cincinnati Bengals,10,24,24,44,212,1,3,2,19,5.3,4.6,54.5,46.8,19,97,5.1,0,1,1,1,1,6,266,3,12,1,2,27:01,2,Sun,September 14,boxscore,L,,@,Cincinnati Bengals,10,24,16,24,302,1,0,0,0,12.6,12.6,66.7,123.6,45,170,3.8,2,1,4,3,3,4,171,6,14,0,0,32:59
